layer,alpha,n_total,n_valid,n_match,success_rate
17,0.8,47,47,46,0.9787
17,0.9,47,47,45,0.9574
17,1.0,47,47,46,0.9787
17,1.5,47,46,46,1.0
17,2.0,47,47,46,0.9787
17,2.5,47,45,41,0.9111
18,0.1,47,46,44,0.9565
18,0.2,47,47,44,0.9362
18,0.3,47,46,43,0.9348
18,0.4,47,46,44,0.9565
18,0.5,47,47,46,0.9787
18,0.6,47,47,46,0.9787
18,0.7,47,46,45,0.9783
18,0.8,47,47,46,0.9787
18,0.9,47,46,45,0.9783
18,1.0,47,47,45,0.9574
18,1.5,47,46,45,0.9783
18,2.0,47,46,45,0.9783
18,2.5,47,47,46,0.9787
19,0.1,47,46,44,0.9565
19,0.2,47,47,44,0.9362
19,0.3,47,47,44,0.9362
19,0.4,47,47,45,0.9574
19,0.5,47,47,45,0.9574
19,0.6,47,46,45,0.9783
19,0.7,47,46,45,0.9783
19,0.8,47,47,46,0.9787
19,0.9,47,46,45,0.9783
19,1.0,47,47,45,0.9574
19,1.5,47,47,45,0.9574
19,2.0,47,47,44,0.9362
19,2.5,47,47,44,0.9362
20,0.1,47,46,44,0.9565
20,0.2,47,47,44,0.9362
20,0.3,47,47,44,0.9362
20,0.4,47,47,46,0.9787
20,0.5,47,45,43,0.9556
20,0.6,47,47,46,0.9787
20,0.7,47,47,46,0.9787
20,0.8,47,47,46,0.9787
20,0.9,47,46,45,0.9783
20,1.0,47,45,43,0.9556
20,1.5,47,44,42,0.9545
20,2.0,47,43,41,0.9535
20,2.5,47,45,40,0.8889
21,0.1,47,47,44,0.9362
21,0.2,47,47,44,0.9362
21,0.3,47,47,45,0.9574
21,0.4,47,47,46,0.9787
21,0.5,47,47,45,0.9574
21,0.6,47,47,46,0.9787
21,0.7,47,47,46,0.9787
21,0.8,47,46,45,0.9783
21,0.9,47,46,45,0.9783
21,1.0,47,46,44,0.9565
21,1.5,47,47,45,0.9574
21,2.0,47,46,44,0.9565
21,2.5,47,47,41,0.8723
22,0.1,47,47,44,0.9362
22,0.2,47,47,44,0.9362
22,0.3,47,47,44,0.9362
22,0.4,47,47,46,0.9787
22,0.5,47,45,43,0.9556
22,0.6,47,46,44,0.9565
22,0.7,47,47,45,0.9574
22,0.8,47,46,45,0.9783
22,0.9,47,46,45,0.9783
22,1.0,47,46,44,0.9565
22,1.5,47,46,44,0.9565
22,2.0,47,46,44,0.9565
22,2.5,47,46,44,0.9565
23,0.1,47,47,44,0.9362
23,0.2,47,47,44,0.9362
23,0.3,47,47,44,0.9362
23,0.4,47,47,44,0.9362
23,0.5,47,47,45,0.9574
23,0.6,47,46,44,0.9565
23,0.7,47,47,45,0.9574
23,0.8,47,45,44,0.9778
23,0.9,47,46,45,0.9783
23,1.0,47,47,45,0.9574
23,1.5,47,47,44,0.9362
23,2.0,47,47,44,0.9362
23,2.5,47,47,43,0.9149
24,0.1,47,47,44,0.9362
24,0.2,47,47,44,0.9362
24,0.3,47,47,44,0.9362
24,0.4,47,47,44,0.9362
24,0.5,47,47,44,0.9362
24,0.6,47,46,44,0.9565
24,0.7,47,47,46,0.9787
24,0.8,47,47,45,0.9574
24,0.9,47,46,45,0.9783
24,1.0,47,47,45,0.9574
24,1.5,47,47,44,0.9362
24,2.0,47,47,43,0.9149
24,2.5,47,47,43,0.9149
25,0.1,47,46,43,0.9348
25,0.2,47,46,43,0.9348
25,0.3,47,45,43,0.9556
25,0.4,47,45,42,0.9333
25,0.5,47,46,44,0.9565
25,0.6,47,46,43,0.9348
25,0.7,47,45,42,0.9333
25,0.8,47,46,44,0.9565
25,0.9,47,43,43,1.0
25,1.0,47,46,45,0.9783
25,1.5,47,44,41,0.9318
25,2.0,47,46,42,0.913
25,2.5,47,45,43,0.9556
26,0.1,47,47,44,0.9362
26,0.2,47,47,44,0.9362
26,0.3,47,47,44,0.9362
26,0.4,47,47,45,0.9574
26,0.5,47,47,45,0.9574
26,0.6,47,46,45,0.9783
26,0.7,47,47,46,0.9787
26,0.8,47,47,46,0.9787
26,0.9,47,47,45,0.9574
26,1.0,47,47,45,0.9574
26,1.5,47,47,45,0.9574
26,2.0,47,47,44,0.9362
26,2.5,47,47,44,0.9362
27,0.1,47,47,44,0.9362
27,0.2,47,46,43,0.9348
27,0.3,47,47,44,0.9362
27,0.4,47,47,46,0.9787
27,0.5,47,47,46,0.9787
27,0.6,47,47,46,0.9787
27,0.7,47,47,46,0.9787
27,0.8,47,47,46,0.9787
27,0.9,47,44,43,0.9773
27,1.0,47,47,46,0.9787
27,1.5,47,45,43,0.9556
27,2.0,47,46,42,0.913
27,2.5,47,46,41,0.8913
28,0.1,47,47,44,0.9362
28,0.2,47,47,44,0.9362
28,0.3,47,46,43,0.9348
28,0.4,47,47,45,0.9574
28,0.5,47,46,45,0.9783
28,0.6,47,47,46,0.9787
28,0.7,47,46,44,0.9565
28,0.8,47,45,43,0.9556
28,0.9,47,47,43,0.9149
28,1.0,47,47,44,0.9362
28,1.5,47,47,44,0.9362
28,2.0,47,46,42,0.913
28,2.5,47,47,43,0.9149
29,0.1,47,47,44,0.9362
29,0.2,47,47,44,0.9362
29,0.3,47,47,44,0.9362
29,0.4,47,47,45,0.9574
29,0.5,47,47,46,0.9787
29,0.6,47,46,45,0.9783
29,0.7,47,47,46,0.9787
29,0.8,47,47,46,0.9787
29,0.9,47,47,46,0.9787
29,1.0,47,47,46,0.9787
29,1.5,47,46,45,0.9783
29,2.0,47,46,41,0.8913
29,2.5,47,47,42,0.8936
30,0.1,47,45,42,0.9333
30,0.2,47,47,44,0.9362
30,0.3,47,46,44,0.9565
30,0.4,47,46,45,0.9783
30,0.5,47,47,45,0.9574
30,0.6,47,47,46,0.9787
30,0.7,47,46,45,0.9783
30,0.8,47,47,45,0.9574
30,0.9,47,47,45,0.9574
30,1.0,47,47,45,0.9574
30,1.5,47,47,43,0.9149
30,2.0,47,47,42,0.8936
30,2.5,47,47,35,0.7447
31,0.1,47,47,46,0.9787
31,0.2,47,47,46,0.9787
31,0.3,47,46,45,0.9783
31,0.4,47,47,45,0.9574
31,0.5,47,47,46,0.9787
31,0.6,47,47,42,0.8936
31,0.7,47,47,38,0.8085
31,0.8,47,47,18,0.383
31,0.9,47,47,2,0.0426
31,1.0,47,47,0,0.0
31,1.5,47,47,0,0.0
31,2.0,47,47,0,0.0
31,2.5,47,47,0,0.0
